# of Bandits,# of Iterations,UCB,TS
50,0.0002582174080009736,0.0002557461299998067,0.0002745727899988424,0.00027120224200064057,0.0003420714280005086,0.00028224441200143244,0.0002460478600020224,0.00026092808799887734,0.0002478535020001118,2447.146643631457,2462.5001109194777,2620.727543491555
100,0.0005039766550004857,0.0004704681450007797,0.0004840683310007421,0.0005807383960001289,0.0005021074140009887,0.0005161579769986702,0.0004439129409986435,0.00045151730900005305,0.0004310536420000517,6386.07381149141,6948.578839488818,6583.455912346522
150,0.0006895089880001327,0.0006995518186674114,0.0006976088739991534,0.0007707395860005211,0.0007846496013343464,0.0007563132766663709,0.0006580182826675127,0.0006534155366669742,0.0006542689886665585,7770.538461990954,7739.989807339858,7403.7243114560415
200,0.0009562859289991366,0.0009146725625001011,0.0008987302795006826,0.0010295335659991451,0.0009811045975000638,0.0010914100095002369,0.0008996470790005447,0.0008742518129995176,0.0008925708755002972,10968.697370338246,11412.17610672443,12028.658393813015
250,0.0011648834035997424,0.0011232977444001334,0.0011641769367992992,0.0012472636543986483,0.0012379727980004417,0.0012401060895999762,0.0011281702280005902,0.0011149114683993047,0.0013615980636001496,13195.188446050253,16646.31898026122,13370.771506786592
300,0.0017300224776658222,0.0013903306476672319,0.0021410303420000974,0.0016421387510005161,0.001503148228666589,0.0017296526470006674,0.0013245397036674642,0.0013359598756670721,0.001759950471999275,17901.786042828335,21101.604986665276,16720.243887870223
350,0.004860379453999599,0.00165671772428498,0.0016374567037142436,0.0026300586794284625,0.0018441883854283755,0.0018484044177144727,0.0016110423242851409,0.0015960490771426846,0.0016660159494289247,21689.497794560182,22711.9240572322,20664.2629624082
400,0.00200124051325011,0.0018600813767500313,0.0018804810814995675,0.0020360916959998574,0.0020390391525003364,0.002096247335499484,0.0017785996420006285,0.0017758622107502048,0.0017681285195002801,20891.477355199382,22089.82507482178,21023.397362623775
450,0.0022758600264442823,0.0021799429133339144,0.0021047405920000227,0.0023548534308887132,0.002293487724000417,0.0022626993677795325,0.001984273629778348,0.0020640072626658314,0.0019779287875552804,27028.186648634717,29986.944503893752,28161.741898591645
500,0.00232243932119859,0.0023426921523991722,0.002367595536600811,0.002623828045200116,0.00252780112839946,0.002670355065600802,0.0022362766431993576,0.0022003220524007476,0.0022683896952008353,26379.959865330078,27819.56466548062,26401.518660788202
550,0.0026269088641809463,0.002586824843272077,0.0025202607392728125,0.0027972253269088632,0.002779425829998548,0.0028447129978183055,0.002429223984726481,0.002453931764182016,0.0024050509447275255,32550.34516394538,38631.07130716426,32408.77525863695
600,0.0028013860331654807,0.0027875967268332527,0.002781859337833813,0.0030594297159999354,0.0029402406351669392,0.0029856058111670525,0.002732188985998808,0.0026306615526656666,0.0027589928394998915,32720.902483627597,35527.87588474948,31327.49582281342
650,0.003055722522153544,0.003016519608924787,0.003067727857382369,0.0033024234089231797,0.0033672278810771296,0.0032829963119994808,0.002900654001076698,0.0029367052166163867,0.002907837402770663,35540.295574888114,39982.8683930709,35502.7526073572
700,0.0034417884104306204,0.003242320682999532,0.003293315043430409,0.003621076914857245,0.0035585077865712914,0.003595158814144757,0.0033917034761436105,0.0030844390771451345,0.0031367940361427763,37127.69454910421,38020.95120801252,36743.27386194558
750,0.003491120053064363,0.0034785483686685134,0.0035415581638684065,0.00391861077759977,0.003802314358266297,0.003918700770401119,0.0033610494121344044,0.0033238026590677087,0.003352933315335152,40202.99163457305,45467.40069663214,41081.47805739526
800,0.0037156452701244407,0.0037619605542510326,0.004955654905623021,0.004117948459874498,0.004106470334624873,0.0043481924096237775,0.003625557998375456,0.0036373053916233006,0.0035998348743741244,44944.85278656331,51311.89223056459,44515.05178415857
850,0.0040511651335280955,0.0038568316903529196,0.003970078232823224,0.004776197414706236,0.004142025759767528,0.004506284891763832,0.003661048272587376,0.0036965711011735574,0.00407775351164684,47227.487144826395,49988.88198137102,45717.619780703426
900,0.0047540023121112225,0.004653867206220892,0.004192521842222605,0.004553851737217984,0.004170310225889352,0.004741287048889818,0.004629814290555058,0.003889628326109485,0.0038950305787736096,50588.37030434717,53290.90908500944,51891.1015791698
950,0.004382957479471674,0.0041618358093683605,0.004299735844422445,0.004331354756002791,0.004735835876844966,0.004733974644525102,0.004095604479791196,0.004104265502001573,0.004127053595895248,53151.29154319982,56814.736142797745,51987.16633619724
1000,0.0045219195822026,0.004630344161001631,0.00451271714210261,0.00517161247630338,0.004937057860696496,0.00505574248699777,0.004305947141497791,0.004852391255000748,0.004537446123400105,55586.68237167704,58173.16212362449,55519.264052739505
